title,image,describe,category,ID
BERGMUND,C:\Users\admin\Downloads\app_30688142\bergmund-chair-black-gunnared-medium-grey__0859533_pe780957_s5.jpg,"The chair legs are made of solid wood, which is a durable natural material.The cover is easy to keep clean as it is removable and can be washed.You can sit comfortably for a long time. The angle of the back rest provides good lumbar support. The backrest angle combined with the upholstered seat make the chair perfect for long dinners.The seat's bowl-shaped bottom is adapted for your sit bones and those of most of the world's population. And with an innovative technique, the seat's padding is shaped to maximise your comfort.The backrest has a built-in lumbar support and the angle between the seat and the backrest is optimally adapted to make it comfortable for you to sit a little longer at the dining table.The chair cover comes in one piece and fixes in place with hook-and-loop fasteners so you can easily pull it off and put it back on again.After lively meals, it's nice to know that you can easily pull the chair cover off and machine wash it.The upholstery of the chair consists of straight polyester fibres with small gaps between them – providing comfy elasticity and better ventilation so you enjoy a pleasant temperature when sitting.You decide the style of your chair. BERGMUND is available with white, black and oak effect chair legs, and the tailor-made covers are available in many different models, colors and materials.DesignerIKEA of Sweden/K Hagberg/M Hagberg",chair,00258
MILLBERGET,C:\Users\admin\Downloads\app_30688142\millberget-swivel-chair-murum-black__1020142_pe831799_s5.jpg,"The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.You sit comfortably since the chair is adjustable in height.This swivel chair has adjustable tilt tension that allows you to adjust the resistance to suit your movements and weight.To adjust the tilt tension, turn the knob under the seat to increase or decrease the resistance.The elegant and timeless design makes the swivel chair suitable in both your dedicated workspace and in your living room.The seat and the back of the chair are perforated to let air through to your body and make you feel more comfortable during the entire working day.The padded armrests provide good support and comfort for your arms.You sit comfortably thanks to the seat’s generous size and the high backrest that provides good back support.Easy to assemble.Available in several colours, so you can choose one that suits you and your home.Goes perfectly with the desks in the MALM series.Soft yet hard-wearing coated fabric is easy to wipe clean.",chair,00259
EKEDALEN,C:\Users\admin\Downloads\app_30688142\ekedalen-chair-oak-effect-ramna-light-grey__0728309_pe736177_s5.jpg,The chair cover is easy to keep clean as it is removable and can be machine washed.The upholstered seat and comfortable angle of the backrest make the chair perfect for long dinners.Solid wood chair frame makes the construction durable and very sturdy.DesignerEhlén Johansson,chair,00260
OSKARSHAMN,C:\Users\admin\Downloads\app_30688142\oskarshamn-wing-chair-tibbleby-beige-grey__1118157_pe872954_s5.jpg,"10 year guarantee. Read about the terms in the guarantee brochure.This classic and timeless wing chair with an embracing backrest gives you relaxing me-time and is also great to sit on while enjoying socialising with others.Clean lines, simple and at the same time a softly rounded design with wooden legs all make the wing chair easy to like and place anywhere.The wing chair has a high comfort level thanks to the seat with a combination of supportive springs and soft foam, lumbar support, armrests and an extra-high backrest that you can lean against.You can complete your wing chair with OSKARSHAMN footstool to sit even more comfortably.DesignerEhlén Johansson",chair,00261
POÄNG,C:\Users\admin\Downloads\app_30688142\poaeng-low-back-armchair-natural-colour-beige-katorp-natural-colour-beige__1315067_pe940386_s5.jpg,"10 year guarantee. Read about the terms in the guarantee brochure.Part of the Nytillverkad collection where several IKEA classics have been given a new look.POEM armchair, later renamed POÄNG, was shown for the first time on the cover of our 1977 catalogue. Then with a headrest.For the Nytillverkad collection, Noboru Nakamura removed the headrest. The look became new, compact and modern, yet the rocking feature and comfort of the layer-glued, bent wooden frame remained the same.",chair,00262
PERSBOL,C:\Users\admin\Downloads\app_30688142\persbol-armchair-birch-tibbleby-beige-grey__1123949_pe874927_s5.jpg,"10 year guarantee. Read about the terms in the guarantee brochure.This spindle armchair has a timeless design that suits many different home environments and is easy to live with for generations.The generous and inviting shape has extra comfort thanks to the thick seat cushion with a foam filling.Place the spindle armchair next to your sofa in the living room, in a secluded nook for nice me-time or anywhere you need a comfy place to sit.Made from wood that ages beautifully and adds a naturally warm feel to the room. The artisanal look with visible grains gives each armchair a unique expression.Add an extra cushion or a throw to make PERSBOL spindle armchair even more comfortable and personal.The seat cushion is simple to keep clean since the cover can be removed and machine washed.DesignerNike Karlsson",chair,00263
INGOLF,C:\Users\admin\Downloads\app_30688142\ingolf-chair-white__0728152_pe736113_s5.jpg,"Available in different colours, with or without padded seat in INGOLF chair series, so you can easily find one, or several, that fit your taste.The sturdy solid wood frame is painted in a fresh white colour to brighten up on any gloomy day.DesignerCarina Bengs",chair,00264
VOXLÖV,C:\Users\admin\Downloads\app_30688142\voxloev-chair-light-bamboo__0948161_pe798889_s5.jpg,"Angled back as well as generously sized and curved seat/back offer restful support and comfort while eating, writing or doing paperwork.Made of strong handwoven paper twine and durable bamboo from more sustainable sources, adding warmth and natural beauty wherever you choose to use it.Paper twine weaving technique has been used for years in furniture making and is known for its great strength as well as the supportive, flexible feeling when you sit in it.DesignerFrancis Cayouette",chair,00265
MATCHSPEL,C:\Users\admin\Downloads\app_30688142\matchspel-gaming-chair-bomstad-black__0985645_pe816716_s5.jpg,"The adjustable and lockable tilt function increases stability and control in different sitting positions.The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.High-quality density foam will keep the chair comfortable for many years to come.You sit comfortably since the chair is adjustable in height.Your back gets support and extra relief from the built-in lumbar support.The synchronised seat and back tilt follows your body movements and adjusts the chair to the correct position.The design of the high backrest gives your body, neck and head a sturdy and comfortable support.The gaming chair's stable carbon steel frame and plywood last for many and long matches.The mesh material of the backrest lets air through, which is extra nice when a match drags on.You can easily turn and adjust the height of the headrest to give your neck a nice support when playing – and when you want to relax between matches.The armrests follow your movements and can be adjusted in height, which reduces strain on your arms and shoulders.The seat’s leather-like upholstery is durable and easy to wipe clean.The castors are rubber coated to run smoothly on any type of floor.DesignerJon Karlsson",chair,00266
LÅNGFJÄLL,C:\Users\admin\Downloads\app_30688142\langfjaell-conference-chair-gunnared-beige-white__0725410_pe734846_s5.jpg,"Your back gets support and extra relief from the built-in lumbar support.10 year guarantee. Read about the terms in the guarantee brochure.An office chair with lightly curved lines, attention to the sewn details and an easy-to-use mechanism hidden under the seat to highlight the design.You can lean back with perfect balance, as the tilt tension mechanism is easy to adjust with an Allen key to suit your weight and movements.You easily find a comfortable seating posture thanks to the adjustable height and generous cold-foam seat.The safety castors have a pressure-sensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down.DesignerEva Lilja Löwenhielm",chair,00267
MARKUS,C:\Users\admin\Downloads\app_30688142\markus-office-chair-vissle-dark-grey__0724714_pe734597_s5.jpg,"10 year guarantee. Read about the terms in the guarantee brochure.The mesh material of the backrest lets air through to your back during long sitting periods.The high backrest and the curved shape of the chair, provide good lower back support and prevent your back from getting tired. You sit comfortably, longer and with a relaxed posture.This swivel chair has adjustable tilt tension that allows you to adjust the resistance to suit your movements and weight.To adjust the tilt tension, turn the knob under the seat to increase or decrease the resistance.The shape of the armrests provides good support and helps you find a good sitting position.Suitable for business use.This ergonomic office chair has lots of functions that allow you to easily adapt the chair to your body.Synchronised tilt mechanism allows the chair to move with you. The backrest moves more than the seat when you lean back, so torso/hips open up. This improves circulation and keeps energy levels up.Height-adjustable seat allows you to adjust the height so that back and legs are at a 90° angle.A safety function locks the castors when no one is sitting in the chair and keeps it securely in place when you stand up.The castors are designed to provide ease of movement and maneuverability on both carpeted and hard floors as well as on uneven surfaces.As you recline, the synchronised tilt mechanism allows feet to stay on the floor while your gaze remains straight ahead. Your chest stretches without adding pressure on thighs, improving circulation.DesignerHenrik Preutz",chair,00268
KRYLBO,C:\Users\admin\Downloads\app_30688142\krylbo-chair-tonerud-dark-beige__1208495_pe908606_s5.jpg,"Upholstered chair seat distributes your body weight and reduces pressure on the sitting bone.The chair stands firmly in place thanks to the metal underframe.This cover is made of Tonerud, a soft polyester fabric with a felt look and a two-toned melange effect.DesignerWilly Chong",chair,00269
REMSTA,C:\Users\admin\Downloads\app_30688142\remsta-armchair-tallmyra-dark-green__0663094_pe712285_s5.jpg,"Velvet is a soft, luxurious fabric that is resistant to abrasion and easy to clean using the soft brush attachment on your vacuum.10 year guarantee. Read about the terms in the guarantee brochure.The shape of the armchair provides nice support for the lumbar region.Djuparp cover is made of velvet which, through a traditional weaving technique, gives the fabric a warm, deep colour and a soft surface with a dense pile and light, reflective shine.The velvet is woven from viscose and polyester, which makes it durable.DesignerIKEA of Sweden",chair,00270
